succussus	a shaking, jolting
succutio	to fling up from below, fling aloft, toss up
sucidus	juicy, sappy
sucinum	amber
suco	a sucker
suculae	the Hyades
sucus	a juice, moisture, sap, liquor
sudarium	a handkerchief
sudis	a stake, pile
sudo	to sweat, perspire
sudor	sweat, perspiration
sudus	cloudless, bright, clear, serene
sueo	to be accustomed (Lucr.)
suesco	to become used, accustom oneself
suetus	accustomed, wont
sufes	in Carthage, a judge, chief magistrate, sufet
suffarcino	to stuff full, stuff out below
suffectus	substituted, chosen to fill a vacancy
suffero	to take up, submit to, undergo, bear, endure, suffer
sufficiens	sufficient, adequate
sufficio	to put under, lay a foundation for
suffigo	to fasten beneath, attach, affix
suffimen	fumigation, incense
suffimentum	fumigation, incense
suffio	to fumigate, perfume, scent
suffixus	P. of suffigo
sufflamen	a clog, brake, drag-chain
suffoco	to throttle, choke, stifle, strangle, suffocate
suffodio	to dig under, sap, undermine
suffragatio	a recommendation to office, favor, support, suffrage
suffragator	a favorer, supporter, partisan
suffragium	a voting-tablet, ballot, vote, voice, suffrage
suffragor	to vote for, support, favor
suffringo	to break below, break
suffugio	to flee for refuge, seek shelter
suffugium	a refuge, shelter, covert
suffundo	to pour below, pour into, pour upon, overspread, suffuse, infuse
suffuscus	brownish, dusky
suffusus	P. of suffundo
suggero	to bring under, lay beneath, apply below
suggestum	an artificial mound, platform, stage, tribune
suggestus2	a raised place, artificial height, platform, stage, tribune
suggrandis	rather large
suggredior	to approach, attack
sugillatio	a bruise, affront, insult
sugillo	to bruise, beat black-and-blue
sugo	to suck
sui	himself, herself, itself, themselves
suillus	of swine
sulco	to furrow, turn up, plough
sulcus	a furrow
sulfur	brimstone, sulphur
sulfureus	of sulphur, sulphurous, sulphureous
sulla	a family name in the Cornelian gens
sullanus	of Sulla (the dictator)
sullaturio	to imitate Sulla, play the part of Sulla
sum	to be, exist
sumen	a breast, udder
summa	the top, summit
summatim	summarily, cursorily, briefly, compendiously
summe	in the highest degree, extremely
summitto	to let down, put down, lower, sink, drop; send secretly; substitute
summopere	with extreme diligence, utterly
summoveo	to put out of the way, drive back, drive off, send away, remove
summum	at the utmost, at farthest, at most
summus	uppermost, highest, topmost
sumo	to take, take up; put on
sumptio	a taking
sumptuarius	of expense, sumptuary
sumptuose	expensively, sumptuously
sumptuosus	very expensive, costing much, dear, sumptuous
sumptus	outlay, expense, cost, charge
suo	to sew, stitch, sew up, sew together
suovetaurilia	a sacrifice of lustration, consisting of a swine, a sheep. and a bull
supellex	domestic utensils, household stuff, furniture, goods
super	upper, higher
super2	above; moverover
super2	over, above, upon (+ acc. or abl.)
supera2	above
superabilis	that may be got over, to be surmounted
superaddo	to add besides, superadd
superans	P. of supero
superator	a conqueror
superbe	haughtily, proudly, superciliously
superbia	loftiness, haughtiness, pride, arrogance
superbiloquentia	haughty speech
superbio	to be haughty, take pride, plume oneself
superbus	haughty, proud, vain, arrogant, insolent, discourteous, supercilious, domineering
superbus	name of the younger Tarquin, king of Rome, Tarquinius Superbus
supercilium	an eyebrow
superemineo	to overtop, surmount, rise above, tower over
superficies	the upper side, top, surface
superfixus	attached above, fastened thereupon
superfluens	running over, superabundant
superfundo	to pour over, pour upon, scatter over
supergredior	to surmount, pass over
superi	see superus
superi	they who are above; the living; the gods
superiacio	to cast over, throw upon
superimmineo	to hang over, overhang
superimpendens	overhanging
superimpono	to put upon, place over, set above
superincido	to fall from above, fall down thereupon
superincubo	to lie over, lie thereupon
superinicio	to throw on, cast over, scatter thereupon
superinsterno	to spread over, lay thereupon
superior	comp. of superus
superlabens	gliding over, sailing along
superlatio	an exaggeration, hyperbole
superlatus	extravagant
superne	from above, above, upwards
supernus	that is above, celestial, supernal
supero	to go over, rise above, overtop, surmount, transcend
superobruo	to cover over, overwhelm
superoccupo	to take by surprise, take unawares
superpendens	overhanging
superpositus	placed over, set upon, imposed
superscando	to climb over, stride over
supersedeo	to sit upon; hence, fig., to be superior to, forbear, refrain, desist, leave off, pass, omit
superstagno	to spread out into a lake
superstes	standing by, present, witnessing
superstitio	dread of the supernatural, credulous wonder, anxious credulity, superstition
superstitiose	superstitiously
superstitiosus	soothsaying, prophetic, prophetical
supersto	to stand upon, stand over
superstratus	laid over, strewn thereupon
superstruo	to build upon
supersum	to be over and above, be left, remain
supertego	to cover over
superurgens	pressing from above
superus	those above; the gods; the living
superus	upper, higher
supervacaneus	over and above, needless, unnecessary, superfluous, supererogatory, redundant
supervacuus	useless, needless, unnecessary, superfluous, redundant
supervado	to go over, climb over, surmount
supervehor	to pass by, sail by, turn
supervenio	to come in addition, come up, arrive, supervene, follow
superventus	a coming up, arrival
supervolito	to fly over often, fly about over
supervolo	to fly over
supino	to bend backwards, lay back, throw over
supinus	backwards, bent backwards, thrown backwards, on the back, supine
suppaenitet	it causes some sorrow
suppar	nearly equal, nearly contemporary
suppeditatio	a full supply, abundance, exuberance
suppedito	to give in abundance, furnish bountifully, provide, supply freely
suppedo	to break wind softly
suppernatus	lamed in the hip
suppetior	to come to the aid of, assist, succor
suppeto	to be at hand, be in store, be present, be available
supplanto	to trip up the heels of, throw down
supplementum	that which fills out, supplies, reinforcements
suppleo	to fill up, fill out, make full, make good, complete, supply
supplex	kneeling in entreaty, begging, entreating, humble, submissive, beseeching, suppliant, supplicant
supplicatio	a public prayer, supplication, religious solemnity, day of prayer, day of humiliation, thanksgiving day, festival
suppliciter	like a petitioner, humbly, submissively, suppliantly
supplicium	petition, supplication, offering, punishment
supplico	to kneel down, humble oneself, pray humbly, beseech, beg, implore, supplicate
supplodo	to stamp
supplosio	a stamping
suppono	to put below, set under
supporto	to convey, bring up, bring forward, conduct
suppositus	P. of suppono
suppressio	a suppression, retaining, embezzlement
suppressus	pressed down
supprimo	to sink, send to the bottom
suppudet	to be somewhat ashamed
supputo	to count up, reckon, compute
supra	above, over
supra	on the upper side, on the top, above
supra2	above, over
suprascando	to climb over, surmount, pass
supremum	for the last time
sura	the back part of the leg, calf
surculus	a tender young twig, branch, shoot, sprout, sprig
surdaster	somewhat deaf, hard of hearing
surditas	deafness
surdus	deaf
surena	Among the Parthians, the hereditary commander-in-chief, grand vizier
surgo	to rise, arise, get up, stand up
surruo	to tear away below, undermine, dig under, dig out, break down, overthrow, demolish
sursum	from below, up, upwards, on high
sus	a swine, hog, pig, boar, sow
suscenseo	to be angry, be indignant, be enraged, be provoked
susceptio	a taking in hand, undertaking
susceptum	an undertaking
suscipio	to take, catch, take up, receive; defend; undertake
suscito	to lift up, raise, elevate
suspecto	to look up at, gaze upon, observe
suspectus	subject to suspicion, mistrusted, suspected
suspectus2	a looking up, gazing upwards
suspendium	a hanging, hanging oneself
suspendo	to hang up, hang, suspend
suspensus	raised, elevated, borne up, suspended
suspicax	distrustful, suspicious
suspicio	(to look upwards), look askance, mistrust, suspect
suspicio2	mistrust, distrust, suspicion
suspiciose	in a suspicious manner, causing mistrust, suspiciously
suspiciosus	full of suspicion, mistrustful, ready to suspect, suspicious
suspicor	to mistrust, suspect
suspiratus	a sighing, sigh
suspiritus	a deep breath, sigh
suspirium	a deep breath, sighing, sigh
suspiro	to draw a deep breath, heave a sigh, sigh
susque	both up and down
sustentaculum	a prop, stay, support
sustentatio	a deferring, delay, forbearance
sustento	to hold up, hold upright, uphold, support, prop, sustain
sustineo	to hold up, hold upright, uphold, bear up, keep up, support, sustain
sustollo	to lift, raise up, raise
sustuli	perf. of suffero and of tollo
susurro	to hum, buzz, murmur, mutter, whisper
susurrus	a humming, murmuring, muttering, whispering
susurrus2	muttering, whispering
suta	plates fastened together, mail
sutilis	sewed together, fastened together
sutor	a shoemaker, cobbler
sutorius	of a shoemaker, of a cobbler
sutrinus	of shoemakers
sutura	a sewing together, seam, suture
sutus	P. of suo
suus	his, her, its, their own
sycophanta	(prop., an informer against exporters of figs from Attica), an informer, tale-bearer, backbiter, slanderer
syllaba	a syllable
syllabatim	syllable by syllable, by syllables
symbola	a contribution to a feast, share, scot, shot
symphonia	an agreement of sounds, concord, harmony, symphony
symphoniacus	of con- certs, of music
symposium	(Banquet), a dialogue by Plato
synapothnescontes	(Dying Together), a comedy by Diphilus
synedrus	in Macedon, an assessor, counsellor, senator
syngrapha	a written promise to pay, promissory note, bond
synodus	a bream (a sea-fish)
syracosius	Syracusan, of Syracuse (the chief city of Sicily)
syriacus	Syrian, of Syria (a country of Asia)
syrma	a robe with a train, tragic robe (to add to the actor’s apparent stature)
syrtis	a sand-bank in the sea. Esp., two sand-banks on the coast of Africa
syrus	see Syriacus
tabella	a small board
tabellarius	of a ballot, relating to voting
tabeo	to melt away, waste, consume
taberna	a rude dwelling, hut, cabin
tabernaculum	a tent
tabernarius	a shop-keeper, petty tradesman, peddler
tabes	a wasting, melting away, dwindling, gradual decline, decay
tabesco	to dwindle, waste away, melt, decay
tabidus	wasting away, melting, decaying
tabificus	melting, corroding
tabula	a board, plank
tabularium	a public registry, depository of records
tabulatio	a planking, flooring, floor
tabulatum	a board-work, flooring, floor, story
tabum	corrupt moisture, matter, corruption, putrid gore
tacenda	things not to be spoken, secrets
taceo	to be silent, not speak, say nothing, hold one’s peace
tacita	the goddess of Silence
tacite	silently, in silence, tacitly
taciturnitas	a keeping silent, silence, taciturnity
taciturnus	not talkative, of few words, quiet, still, taciturn, silent, noiseless
tacitus	passed in silence, not spoken of, kept secret, unmentioned
tactio	a touching, touch
tactus2	a touching, touch, handling
taeda	a resinous pine-tree, pitch-pine; (nuptial) torch, wedding
taedet	it excites loathing, disgusts, offends, wearies
taedifer	torch-bearing
taedium	weariness, irksomeness, tediousness, loathing, disgust
taenia	a band, hair-band, ribbon, fillet
taeter	offensive, repulsive, foul, noisome, shocking, loathsome
taetre	foully, shockingly, hideously
tagax	apt to touch, lightfingered, thievish
talaris	of the ankles, reaching the ankles
talarius	of dice, with dice
talassius	a wedding salutation, ery of congratulation to a bride (perh. the name of a god of marriage)
talea	a slender staff, rod, stick, stake, bar
talentum	a talent, half a hundred-weight (a Grecian standard of weight)
talis	such
talpa	a mole
talus	an ankle, ankle-bone, pasternbone, knuckle-bone
tam	so, so much
tam2	I. Of a definite time, so long, for so long a time
tamen	nevertheless, however
tamenetsi	notwithstanding that, although, though
tametsi	notwithstanding that, although, though
tamquam	just as
tanaquil	the wife of Tarquinius Priscus
tandem	at length, at last, in the end, finally
tango	to touch
tanquam	see tamquam
tantalides	a descendant of Tantalus, Tantalide, i. e. Pelops, O.; Agamemnon, O
tantalis	a descendant of Tantalus, i. e. Niobe, O.; Hermione, O
tantalos	a king of Phrygia
tantillus	so little, so small
tantisper	for so long a time, in the meantime, meanwhile
tantopere	so earnestly, so greatly, in so high a degree, so very, so much
tantulum	so little, never so little, in the least
tantulus	so little, so small
tantum	so much, so greatly, to such a degree, so far, so long, so
tantum2	only, merely
tantus	so great, such
tantusdem	just so much, just as much, the same amount
tapes	a heavy cloth with inwrought figures, carpet, tapestry, hangings, coverlet
tapete	carpet, tapestry
tarde	slowly, tardily
tardigradus	slowpaced, tardy-paced
tardipes	limping, halting
tarditas	slowness, tardiness, sluggishness
tardiusculus	somewhat slow, rather stupid
tardo	to make slow, hinder, delay, retard, impede, check, stay, prevent
tardus	slow, not swift, sluggish, tardy
tarpeius	of Tarpeia, Tarpeian
tarquiniensis	of Tarquinii (a city of Etruria)
tartareus	of the infernal regions, Tartarean, infernal
tartarus	Tartarus, the underworld
taureus	of a bull, of an ox, of oxen, taurine
tauriformis	bullshaped, tauriform
taurinus	of bulls, of oxen, taurine
taurus	a bull, bullock, steer
taxatio	a valuing, appraisal, estimation
taxillus	a small die
taxus	a yew, yew-tree
te2	tu or te; see tu
techina	a wile, trick, subterfuge, artifice
tecte	covertly, privily, cautiously
tector	a plasterer, stuccoworker, pargeter
tectoriolum	a little plaster, bit of stucco
tectorius	relating to overlaying, concerned with surface decoration
tectum	a covered structure, roofed enclosure, shelter, house, dwelling, abode, roof
tectus	covered, roofed, decked
tegeaeus	of Tegea (in Arcadia); hence, Arcadian, V., O. As subst f., Atalanta, O
teges	a covering, rush-mat, bedrug
tegimen	a covering, cover
tegimentum	a cover, coverings, clothing
tego	to cover, cover over
tegula	a tile, roof-tile
tela	a web
telis	the herb fenugreek, Gk τῆλις
tellus	earth, globe
telum	missile weapon, missile, dart, spear, shaft, javelin
temerarius	rash, heedless, thoughtless, imprudent, inconsiderate, indiscreet, unadvised, precipitate
temere	by chance, by accident, at random, without design, casually, fortuitously, rashly, heedlessly, thoughtlessly, inconsiderately, indiscreetly
temeritas	hap, chance, accident
temero	to treat rashly, violate, profane, defile, dishonor, disgrace, desecrate, outrage
temetum	an intoxicating drink, mead, wine
temno	to slight, scorn, disdain, despise, contemn
temo	a pole, beam
temperamentum	a proportionate admixture
temperans	observing moderation, sober, moderate, temperate, with self-control
temperanter	with moderation, moderately
temperantia	moderation, sobriety, discretion, self-control, temperance
temperate	with moderation, moderately, temperately
temperatio	a due mingling, fit proportion, proper combination, symmetry, constitution, temperament
temperator	an arranger, organizer
temperatus	limited, moderate, temperate
temperies	a due mingling, proper mixture, temperature; a temperate climate
temperius	comp., see tempori
tempero	to observe proper measure, be moderate, restrain oneself, forbear, abstain, be temperate, act temperately
tempestas	(a portion of time, a time, season); weather, storm, misfortune
tempestive	at the right time, in proper season, seasonably, opportunely, fitly, appropriately
tempestivitas	timeliness, seasonableness
tempestivus	of the right time, at the proper time, timely, seasonable, opportune, fitting, appropriate, suitable
templum	temple: an open place for observation, place marked off by the augur’s staff
temporalis	of a time, but for a time, temporary, transitory
temporarius	of a time, timeserving
tempore	in time, betimes, seasonably, early
temptabundus	trying, making attempts
temptamen	a trial, essay, attempt, effort
temptamentum	a trial, proof essay, attempt
temptatio	an attack
temptator	an assailant, attempter, tempter
tempus	time
tempus2	the vital spot, side of the head near the eye, temple
temulentus	drunk, drunken, intoxicated, tipsy
tenacitas	a holding fast, tenacity
tenaciter	firmly, tightly, tenaciously
tenax	holding fast, griping, tenacious
tendicula	a little snare, noose
tendo	to stretch, make tense, stretch out, spread out, distend, extend
tenebrae	darkness, gloom
tenebricosus	full of darkness, utterly obscure, shrouded in gloom, dark, gloomy
tenebricus	dark, gloomy
tenebrosus	dark, gloomy
tenellulus	very tender, delicate
teneo	to hold, keep
tener	soft, delicate, tender, yielding
tenere	dicere
teneritas	softness, tenderness
tenesmos	a straining, tenesmus
tenor	a holding on, continuance, uninterrupted course, career
tensa	In the Circensian games, a car which bore the images of the gods, chariot for the gods
tensus	P. of tendo
tentigo	a tension, violent passion, furious desire
tento	to handle, touch, feel; try
tentorium	a tent
tentus	P. of tendo
tenuiculus	slight, trifling, poor
tenuis	drawn out, meagre, slim, thin, lank, slender
tenuitas	thinness, slenderness, fineness, smallness, tenuity
tenuiter	thinly
tenuo	to make thin, make slender, wear away, dilute, rarefy, attenuate
tenus	a stretched cord, noose
tenus2	as far as, up to
tepefacio	to make lukewarm, make tepid, warm, tepefy
tepeo	to be moderately warm, be lukewarm, be tepid
tepesco	to become warm, grow lukewarm, be warmed
tepidus	moderately warm, lukewarm, tepid
tepor	a gentle warmth, lukewarmness, tepidity, tepor
ter	three times, thrice
ter2	three hundred, see ter
tercentum	three hundred
terdeciens	thirteen times
terebinthus	the terebinth, turpentine-tree
terebro	to bore, bore through, perforate
teredo	a boring worm, wood-fretter, moth
teres	rounded off, rounded, well-turned, round, smooth
tergeminus	of triple birth, threefold, triple
tergeo	to rub off, wipe off, wipe dry, wipe clean, cleanse
tergiversatio	a declining, refusing, subterfuge, tergiversation
tergiversor	to turn the back, decline, refuse, make difficulties, boggle, shuffle, evade, shift, tergiversate
tergum	the back
tergus	the back, body, trunk
termes	a bough cut off, branch
terminalia	the festival of Terminus (god of boundaries, held Feb. 23)
terminatio	a bounding, fixing of limits, establishing lines
termino	to set bounds, mark off by boundaries, bound, limit
terminus	a boundary-line, boundary, bound, limit
terni	three each
ternus	threefold, triple
tero	to rub, rub away, wear away, bruise, grind, bray triturate
terra	earth, land
terrenus	of the globe, on the earth, earthly, terrestrial, terrene
terreo	to frighten, affright, put in fear, cause to dread, alarm, terrify, scare, dismay
terrestris	of the earth, on land, earth-, land-, terrestrial
terreus	of earth, earthen
terribilis	frightful, dreadful, terrible
terriculum	a source of terror, fright, scarecrow, bugbear
terrifico	to make afraid, frighten, alarm, scare
terrificus	causing terror, frightful, terrible
terrigena	born of the earth, sprung from earth, earth-born
territo	to put in terror, frighten, affright, alarm, terrify
territorium	the land of a town, domain, territory
territus	P of terreo
terror	great fear, affright, dread, alarm, terror, panic
tersus	wiped off, clean, neat
tertiadecumani	soldiers of the thirteenth legion
tertianus	of the third, tertian
tertio	for the third time
tertium	for the third time
tertius	third
tertius2	thirteenth
teruncius	of three twelfths of an as, a quarter as
tesqua	rough places, wild regions, wastes, steppes
tessella	a small cube, die
tessera	a die, cube (marked on six sides)
tesserarius	an officer in charge of the watchword
tesserula	a square paving-stone
testa	a piece of burned clay, brick, tile
testamentarius	relating to wills, testamentary
testamentum	a last will, testament, will
testatio	a calling to witness, invoking as witness
testatus	public, manifest, evident, indisputable, published
testiculus	a testicle
testificatio	a bearing witness, giving testimony, testifying, attestation
testificor	to make a witness, call to witness
testimonium	witness, evidence, attestation, testimony
testis	witness
testis2	a testicle
testor	to cause to testify, call as a witness, invoke, appeal to
testu	an earthen vessel, earthen pot
testudineus	of a tortoise, made of tortoise-shell
testudo	a tortoise
testula	a small potsherd, voting-tablet
tethys	an ocean-goddess
tetrachmum	a Grecian silver coin of four drachmas, four-drachma piece
tetrarches	a ruler of the fourth part of the land, tetrarch, petty prince, regent
tetrarchia	a district governed by a tetrarch, tetrarchy
tetricus	forbidding, gloomy, crabbed, harsh, severe
teucer	king Teucer; (adjective Teucri) Trojans
teucrus	of Teucer (king of Troy), Trojan
texo	to weave
textile	(opus textile) web, fabric, piece of cloth, canvas
textilis	woven, wrought, textile
textor	a weaver
textrinum	a weaver’s shop, place for weaving cloths
textum	that which is woven, a web
textura	a web, texture
textus	P. of texo
thalamus	an inner room, chamber, apartment; marriage
thalia	the Muse of Comedy
theatralis	of the theatre, theatrical
theatrum	a play-house, theatre
thebae	the city of Thebes
theca	an envelope, hull, cover, case, sheath
themis	the goddess of justice and of prophecy
theodamanteus	of Theodamas, king of the Dryopes and father of Hylas
theologus	one who writes of the gods
theoninus	of Theon (a writer of satires)
thermae	(sc. aquae), warm springs, warm baths
thersites	a Greek who served before Troy, despised for scurrility
thesaurus	something laid up, a hoard, treasure, provision, store
thespias	Thespian
thetis	a sea-nymph, mother of Achilles
thiasus	a dance in honor of Bacchus, Bacchic dance
tholus	a dome, cupola, rotunda
thorax	the breast, chest, thorax; hence, a defence of the breast, breast-plate, corselet, cuirass
thraecidica	(sc. arma), the Thracian arms of a gladiator
thunnus	the tunny, tunny-fish
thyias	a Bacchante
thyius	of the arbor vitae
thymbra	savory (a kitchenherb)
thymum	thyme (an herb)
thynnus	see thunnus
thyrsus	Of a plant, a stalk, stem. Esp., a staff twined with ivy and vine, Bacchic staff, thyrsus
tibi	dat. of tu
tibia	a large shin-bone, tibia, shin, leg
tibicen	a piper, flute-player, flutist
tibicina	a female flute-player
tibicinium	a playing upon the pipe, piping, fluting
tiburnus	of Tibur, Tiburtine, Pr. Esp., the builder of Tibur
tiburs	of Tibur, Tiburtine, L., H. As subst n.: in Tiburti, in the Tiburtine territory
tigillum	a small bar of wood, little beam
tignarius	of beams
tignum	building-materials, a piece of timber, trunk of a tree, log, stick, post, beam
tigris	a tiger, tigress
tilia	the linden-tree, lime-tree
timefactus	made afraid, frightened, alarmed, intimidated
timendus	to be feared, terrible, fierce
timens	fearful, afraid
timeo	to be afraid of, to fear
timide	fearfully, timidly
timiditas	fearfulness, cowardice, timidity, apprehension
timidus	fearful, afraid, faint-hearted, cowardly, timid
timor	fear, dread, apprehension, timidity, alarm, anxiety
tincta	dyed cloths, colored stuffs
tinctilis	used for infecting
tinctus	P. of tingo
tinea	a gnawing worm, moth, bookworm
tingo	to wet, moisten, bathe, dip, imbue
tinnio	to clink, jingle
tinnitus	a ringing, jingling, tingling
tinnulus	ringing, tinkling, shrillsounding
tintinnabulum	a bell, signalbell, call-bell
tintino	to ring, jingle, tingle
tinus	the snowball (a plant)
tiro	In the army, a newly levied soldier, young soldier, recruit
tirocinium	a soldier’s first service, military inexperience
tirunculus	a young beginner, little tiro
tirynthius	of Tiryns (in Argolis, the early home of Hercules). Hence, of Hercules, Herculean
tisiphone	(avenger of murder), one of the Furies
titiensis	of the Tities, of the Sabines
titillatio	a tickling, titillation
titillo	to tickle, titillate
titubanter	totteringly, hesitatingly, falteringly
titubatio	a tottering, wavering, embarrassment
titubo	to stagger, totter, reel
titulus	a superscription, inscription, label, title, ticket, bill, placard, notice
tityrus	a shepherd
tmolites	m of Tmolus
tocullio	a usurer
tofus	tufa, tuff, porous stone
toga	a toga, gown, outer garment, citizen’s cloak
togata	a drama the persons of which are Roman citizens, domestic drama
togatus	wearing the toga, clad in the toga, gowned
togula	a little toga
tolerabilis	that may be borne, supportable, endurable, passable, tolerable
tolerabiliter	patiently
tolerandus	tolerable, sufferable
tolerans	enduring, tolerant
toleranter	patiently, enduringly, tolerantly
tolerantia	a bearing, supporting, endurance
toleratio	a bearing, supporting, enduring
tolero	to bear, endure, support, sustain, suffer
tolleno	a swing-beam, derrick, lever
tollo	to
tomaculum	a sausage, liver-sausage
tomentum	a stuffing, filling (for cushions)
tonans	thundering, thunderer (epithet of Juppiter)
tondeo	to shear, clip, crop, shave
tonitrus	thunder
tono	to make a loud noise, roar, resound, thunder
tonsa	an oar
tonsilis	(possible to shave) shaved, shorn, clipped
tonsor	a shearer, clipper, shaver, hair-cutter, barber
tonsorius	of a barber, tonsorial
tonstricula	a barber-girl
tonsura	a shearing, clipping, trimming
tonsus	P. of tondeo
topiarius	of garden work, of landscape art
topica	a collection of common places, by Aristotle, imitated by Cicero
topice	In rhet., the art of finding and using commonplaces
toral	a valance, couch-covering, sofa-cloth
toreuma	work in relief, embossed work
tormentum	an engine for hurling
tormina	a griping of the bowels, gripes, colic
torminosus	subject to gripes, suffering from colic
torno	to turn in a lathe, round off
tornus	a turner’s wheel, lathe
torosus	full of muscle, muscular, brawny, lusty
torpedo	sluggishness, numbness
torpeo	to be stiff, be numb, be inactive, be torpid
torpesco	to grow stiff, be benumbed, become useless, grow torpid
torpidus	benumbed, stupefied, torpid
torpor	numbness, stupefaction, torpor, sluggishness
torquatus	adorned with a necklace, collared
torqueo	to turn, turn about, turn away, twist, bend, wind
torques	a twisted neck-chain, necklace, collar
torrens	burning, hot, inflamed
torreo	to dry up, parch, roast, bake, scorch, burn
torridus	dry, dried up, parched, torrid, hot
torris	a brand, firebrand
tortilis	twisted, twined, winding, coiled
tortor	an executioner, tormentor, torturer
tortuosus	full of crooks, coiled, winding, tortuous
tortus	twisted, twined
tortus2	a twisting, winding coil
torum	collateral form of torus
torus	knot, bulge; couch, bed; river bank
torvitas	savageness, sternness
torvus	staring, keen, piercing, wild, stern, fierce, grim, savage (esp. in look or expression)
tosillae	the tonsils
tostus	P. of torreo
tot	so many, such a number of
totidem	just so many, just as many, the same number of
totiens	so often, so many times, as often, the same number of times
totus	whole, entire
toxicum	a poison for arrows
trabalis	of a beam, of beams
trabea	a white mantle with horizontal stripes of scarlet, robe of state
trabeatus	in a robe of state, arrayed in a trabea
trabs	a beam, timber, rafter
tractabilis	that may be handled, workable, tangible, manageable, tractable
tractatio	a handling, wielding, management, treatment
tractatus	a handling, management, treatment
tractim	at length
tracto	(to draw violently, drag, tug); to handle, manage
tractus	continuous, flowing, fluent
tractus2	(a drawing, dragging out, trailing); a track, trail; progress, course, extent
traditio	a giving up, delivering up, surrender
traditor	a betrayer, traitor
trado	to hand over, give up; entrust
traduco	convey across
traductio	a removal, transfer
traductor	a conveyer, transferrer
traductus	P. of traduco
traduoo	to lead across, bring through, conduct across, carry over
tradux	a vine-branch, vine-layer
tragice	in a tragic manner, tragically
tragicus	of tragedy, tragic
tragoedia	a tragedy
tragoedus	a tragic actor, tragedian
tragula	a javelin thrown by a strap, hand-dart
tragus	a kind of fish
trahea	a drag, sledge
traho	to drag
traicio	to throw across, cause to cross, cause to go across, put over, transfer, throw over, shoot across
traiectio	a crossing over, passing over, passage
traiectus2	a crossing over, passing over, passage
trames	a cross-way, side-way, by-path, foot-path
tranato	to swim across, pass beyond
trano	to swim over, swim across, swim through
tranquille	calmly, quietly, tranquilly
tranquillitas	quietness, stillness, tranquillity, calmness, calm
tranquillo	quietly, without disturbance
tranquillo2	to make calm, calm, still, compose, tranquillize
tranquillus	with comp. and sup, quiet, calm, still, tranquil
trans	across, over, to the farther side of
transabeo	to go through, pierce through, transfix
transactor	a manager, conductor
transactus	P. of transigo
transadigo	to thrust through, drive through
transalpinus	beyond the Alps, transalpine
transcendo	to climb over, pass over, cross, overstep, surmount
transcribo	to write over, transcribe, write anew, transfer in writing, alter, forge
transcurro	to run over, run across, go by, pass
transenna	a netting, lattice-work
transeo	to go over, go across, cross over, pass over, pass by, pass
transfero	to bear across, bring through, carry over, convey over, transport, transfer
transfigo	to pierce through, transpierce, transfix
transfodio	to pierce through, run through, stab through, transfix, transpierce
transformis	changed in shape, transformed
transformo	to change in shape, transform, transfigure, metamorphose
transfossus	P. of transfodio
transfuga	one who joins the enemy, a deserter
transfugio	to flee to the other side, go over to the enemy, desert
transfugium	a going over to the enemy, desertion
transfundo	to pour off, transfer, turn, divert
transfusio	a decanting, intermingling
transgredior	to step across, step over, climb over, pass over, cross
transgressio	a going across, going over, passing over, passage
transgressus2	a passing over, passage, crossing
transigo	to drive through, stab through, pierce through, transfix, transpierce
transilio	to leap across, jump over, spring over, overleap
transitio	a going across, going over, passing over, passage
transitus2	a going over, passing over, passage
translaticius	handed down, transmitted, traditional, hereditary, customary
translatio	a carrying across, removal, transporting, transferring
translativus	of transference, to be transferred, to be sifted
translator	one who carries over, a transferrer
translatus	P. of transfero
transluceo	to shine through, glimmer through
transmarinus	beyond sea, from over the sea, transmarine
transmeans	going over, going across
transmigro	to remove, migrate, transmigrate
transmissio	a sending across, passing over, passage
transmissus2	a passing over, passage
transmitto	to send across, carry over, convey through, bring across, send off, despatch, transmit, let pass
transmontanus	beyond the mountains. Plur. m. as subst, the people beyond the mountains
transmoveo	to remove, transfer
transmuto	to change, shift, transmute
transpadanus	beyond the Po
transpono	to set over, transfer
transporto	to carry over, take across, carry, convey, remove, transport
transrhenanus	beyond the Rhine
transtrum	a cross-beam, crossbank, bank for rowers, thwart
transulto	to leap over, spring across
transutus	P., stitched through, spitted
transveho	to carry across, convey over, bear to the other side, transport
transverbero	to strike through, thrust through, pierce through, transfix
transversa	across, askance, sideways
transversarius	lying across, transverse
transversus	turned across, lying across, thwart, crosswise, transverse
transvolo	to fly over, fly across, pass quickly over
trapetum	an olive-mill, oilmill
trapezephorum	a pedestal, table-support, carved table-leg
travectio	a carrying across, crossing over
treceni	three hundred each, three hundred
trecentesimus	the three-hundredth
trecenti	three hundred
trecenties	three hundred times
trechedipna	Greek slippers (worn by parasites)
tredecim	thirteen
tremebundus	trembling, quivering, shaking
tremefacio	to cause to shake, agitate, make tremble
tremendus	to be dreaded, fearful, dreadful, frightful, formidable, terrible, tremendous
tremesco	to begin to shake, tremble, quake, dread
tremo	to shake, quake, quiver, tremble
tremor	a shaking, quaking, quivering, trembling, tremor
tremulus	shaking, quaking, quivering, trembling, tremulous
trepidanter	tremblingly, with trepidation
trepidatio	confused hurry, alarm, agitation, confusion, consternation, trepidation
trepide	in confusion, tremblingly, with trepidation
trepido	to hurry with alarm, be in confusion, be agitated, be disturbed
trepidus	restless, agitated, anxious, solicitous, disturbed, alarmed, in trepidation
tres	three
tres 	three
tresviri	three associates in office, a board of three colleagues, three joint commissioners
