id	gloss	lemma_id
12635	a prolongation, extension	38940
12636	to prolong, continue, extend, protract	38943
12637	forwards	38945
12638	forward, right onward	38946
12639	to break forth, break out, rush forth, make an attack	38947
12640	to rush forth, make an onset, sally	38948
12641	P. of prorumpo	38951
12642	P. of proruo	38952
12643	a stock, race, family	38955
12644	the front part of the stage, proscenium	38961
12645	to plough, break up	38963
12646	to make public by writing, publish, proclaim, announce	38966
12647	a public notice of sale, advertisement	38967
12648	to desire to proscribe	38970
12649	an outlaw, proscribed person, one under the ban	38971
12650	to cut off, cut away	38972
12651	P. of prosequor	38982
12652	to sow, scatter, plant	38989
12653	to follow, accompany, attend, follow after, escort	38991
12654	Proserpine, wife of Pluto, and queen of the Lower World	38993
12655	a place for prayer, oratory	38997
12656	to leap forward, spring forth, spring up	38999
12657	a wife’s grandfather	39003
12658	to look forth, look out, look at, view, behold, see after off, gaze upon	39014
12659	P. of prospicio	39016
12660	a lookout, distant view, prospect	39017
12661	to look out, explore	39018
12662	according to hope, as desired, favorable, fortunate, prosperous	39019
12663	according to hope, as desired, favorably, luckily, fortunately, prosperously	39021
12664	good-fortune, success, prosperity	39023
12665	to render fortunate, make happy, prosper	39024
12666	foresight, forethought, precaution	39029
12667	to look forward, look into the distance, have a view, look out, look, see	39030
12668	to strew before, spread out, cast down, throw to the ground, overthrow, prostrate	39035
12669	to set forth in public, expose to dishonor, prostitute, offer for sale	39040
12670	to be on sale, be exposed for sale	39044
12671	P. of prosterno	39048
12672	to dig up, cast up	39050
12673	to be useful, be of use, do good, benefit, profit, serve	39051
12674	to cover before, hide in front, cover over, cover, protect, shelter	39070
12675	to drive forth, drive away	39071
12676	to stretch forth, stretch, reach out, extend	39073
12677	to tread under foot, trample down, wear away, crush, bruise	39078
12678	to frighten off, scare away, drive away, affright, terrify	39079
12679	recklessly, boldly, wantonly, impudently	39081
12680	wantonness, pertness, sauciness, impudence	39084
12681	pressing forward, violent, vehement	39085
12682	a sea-god of changeable form	39091
12683	forthwith, immediately	39099
12684	right onward, forward, farther on, onward	39102
12685	to draw forth, drag out, bring forward, produce	39118
12686	P. of protero	39121
12687	to thrust forward, push out	39123
12688	to drive on, drive away, repel, repulse	39130
12689	according as, in proportion, accordingly, proportionately as, just as, as	39133
12690	to carry forward, move along, convey (old in act.)	39140
12691	to come forth, appear, arise, be produced	39142
12692	a coming forth, growth, produce, yield	39143
12693	an old saying, saw, maxim, adage, proverb	39146
12694	foreseeing, provident, prudent	39148
12695	with foresight, providently, carefully	39149
12696	foresight, foreknowledge	39150
12697	to see in advance, discern, descry	39151
12698	foreseeing, prescient	39152
12699	province; area of responsibility	39153
12700	of a province, provincial	39154
12701	a foreseeing, foreknowing	39159
12702	with forethought, deliberately	39160
12703	to go forth to see, see to it	39161
12704	a foreseer, provider	39162
12705	a looking forward, distant view	39164
12706	to live on	39166
12707	a citation before a higher tribunal, appeal	39170
12708	a kind of gladiator	39172
12709	to call forth, call out, summon	39175
12710	to fly forth, hurry forth, rush out	39176
12711	to roll forward, roll along, roll over, overturn	39178
12712	nearest, very near, next	39185
12713	nearness, vicinity, proximity	39187
12714	very lately, shortly	39188
12715	nearest, next	39191
12716	foreseeing, foreknowing	39192
12717	sagaciously, intelligently, discreetly, circumspectly, learnedly, prudently	39193
12718	a foreseeing	39194
12719	hoar-frost, rime	39196
12720	full of hoar-frost, frosty, rimy	39197
12721	a burning coal, live coal	39198
12722	of plum-tree wood	39199
12723	a plum	39202
12724	a plum-tree	39203
12725	to itch	39206
12726	in Greece, a city hall, hall of the prytanes, state dining hall	39218
12727	in Greece, a member of the chief executive body, prytane	39219
12728	to play upon a stringed instrument, sing to the cithara	39221
12729	a stringed instrument, lute, psaltery	39228
12730	a female player on the cithara, lutist	39230
12731	among the Greeks, an ordinance of the people, plebiscite	39236
12732	in logic, a false syllogism, piece of sophistry	39251
12733	a backdoor, secret entrance	39265
12734	of a species of Grecian vine producing a sweet wine, Psithian	39273
12735	a parrot	39275
12736	a place for inquiring of the dead, place of necromancy	39287
12737	enclit., added to the abl. of a pron possess., self, own	39298
12738	a decoction of barley-groats, gruel	39311
12739	mature, flourishing, exuberant	39325
12740	the age of manhood, maturity	39327
12741	grown up, of ripe age, adult, pubescent	39328
12742	grown-up males youth able to bear arms, youth, young men	39329
12743	to attain puberty, come to maturity	39330
12744	prostitute	39332
12745	of the public revenue	39333
12746	an appropriation to the state, confiscation	39335
12747	on account of the people, publicly, officially, for the state, in behalf of the state	39337
12748	on the public account, at the public expense	39339
12749	to make public, adjudge to public use, confiscate	39341
12750	public, of the state	39342
12751	causing shame, shameful, scandalous, disgraceful, abominable	39351
12752	shamefast, bashful, modest, shy, chaste, sensitive, honorable	39352
12753	modestly, bashfully, shyly	39353
12754	to be ashamed, feel shame	39354
12755	ashamed, covered with shame	39357
12756	modestly, chastely, virtuously	39358
12757	shamefastness, modesty, chastity, virtue	39359
12758	shamefast, bashful, modest, chaste, pure, virtuous	39362
12759	a shrinking from blame, desire of approval, shame, shamefastness, modesty, decency, propriety	39363
12760	female child, girl, maiden, lass	39366
12761	of a girl, girlish, maidenly, youthful	39367
12762	a little girl, little sweetheart	39373
12763	boy	39375
12764	slave	39375
12765	boyish, childish, youthful	39381
12766	like a child	39383
12767	boyhood, childhood, youth	39385
12768	a lying in, giving birth	39388
12769	parturient, bringing forth children	39389
12770	a little boy, little slave	39391
12771	the rump, buttocks	39392
12772	one who fights with the cestus, a fist-fighter, boxer, pugilist	39393
12773	filling the fist, as large as the clenched hand	39401
12774	boxing with the cestus, fist-fighting	39403
12775	a fighting with the cestus, boxing	39406
12776	a short dagger, dirk, poniard	39408
12777	a small dagger, stiletto	39409
12778	hand-to-hand fight, fight at close quarters, battle, combat, action, engagement	39410
12779	combativeness, pugnacity	39411
12780	contentiously, violently, obstinately	39412
12781	fighters, warriors	39414
12782	contradictions, inconsistencies, things irreconcilable	39415
12783	a fighter, combatant	39416
12784	fond of fighting, combative, warlike, martial	39419
12785	to fight, combat, give battle, engage, contend	39423
12786	fist	39424
12787	beautiful, pretty, little	39425
12788	beautiful, beauteous, fair, handsome	39426
12789	beautifully, excellently, finely, nobly, very	39429
12790	beauty	39432
12791	fleabane, fleawort, pennyroyal	39435
12792	the feeder of the sacred fowls, chicken-keeper, chicken-ward	39442
12793	clothed in black, in mourning	39445
12794	to put forth, sprout, shoot, come forth	39454
12795	a young animal, foal, young, offspring	39457
12796	dark-colored, blackish-gray, dusky, blackish	39458
12797	a relish, appetizer	39460
12798	a relish of flesh	39461
12799	a lung	39462
12800	flesh, animal food, a choice bit, relish, appetizer	39468
12801	a thick pap, pottage, porridge, mush	39473
12802	a beating, striking	39475
12803	to push against, strike upon, beat, hammer, keep hitting, batter	39478
12804	a pushing, beating, striking, stamping, push, blow, impulse, stroke	39481
12805	to beat, strike, knock	39489
12806	of dust, filled with dust, dusty	39493
12807	full of dust, covered with dust, dusty	39496
12808	a little cushion, small pillow	39497
12809	a couch of the gods, cushioned seat spread at a feast of the gods	39498
12810	a cushioned seat of a god	39500
12811	a cushion, bolster, squab, pillow	39505
12812	dust, powder	39506
12813	a pumice-stone	39509
12814	of pumice-stone, of lava	39511
12815	with the point	39520
12816	a prick, puncture	39525
12817	to prick, puncture	39528
12818	Punic, Carthaginian	39529
12819	Punic, Carthaginian	39530
12820	Punic, Carthaginian	39531
12821	to punish, correct, chastise	39532
12822	to punish, correct, chastise	39533
12823	an avenger	39535
12824	an orphan girl, female ward	39538
12825	of an orphan, belonging to a ward	39539
12826	an orphan boy, orphan, ward	39542
12827	the hinder part of a ship, stern, poop	39547
12828	the pupil of the eye	39548
12829	a little boy	39549
12830	clearly, cleanly, brightly	39551
12831	a means of cleansing, expiation, atonement	39554
12832	sweepings, offscourings, filth, dirt	39555
12833	a cleansing, purging	39557
12834	cleansed, clear	39563
12835	to free from what is superfluous, make clean, make pure, clean, cleanse, purify	39565
12836	purely, correctly	39572
12837	purple color, purple	39574
12838	to grow purple	39578
12839	one clad in purple, an officer of a royal court, king’s attendant, courtier	39579
12840	purple-colored, purple, dark-red	39582
12841	free from dirt, free from admixture, clean, pure, unstained, unspotted	39591
12842	matter from a sore, pus	39592
12843	very little, very small, petty, insignificant	39599
12844	a little boy	39600
12845	a pimple, pustule	39602
12846	suppose, for instance, namely	39611
12847	that which is pruned away, clippings, waste, shells	39612
12848	a pruning, lopping	39613
12849	a pruner, trimmer	39615
12850	a kerb-stone of a well	39618
12851	of a well	39619
12852	a well-digger	39621
12853	to stink	39622
12854	rotten, decaying, putrefying, stinking, putrid	39627
12855	to rot, putrefy, decay	39628
12856	a well	39629
12857	disgustingly, disagreeably, affectedly	39632
12858	rather more tedious	39633
12859	rotten, decaying, stinking, fetid	39635
12860	to think; to clean	39638
12861	to make rotten, cause to putrefy, rot	39641
12862	to rot, moulder, decay	39644
12863	rotten, decayed	39646
12864	pure, bright, splendid	39649
12865	a boxer, pugilist	39655
12866	a kind of antelope	39661
12867	Pygmaean, of the Pygmies (fabulous dwarfs of Africa)	39665
12868	a narrow pass, defile	39669
12869	a funeral pile, pyre	39677
12870	a pyramid	39684
12871	of Pyrene, Pyrenaean	39688
12872	Spanish chamomile, pellitory	39691
12873	an alloy of copper and gold, gold-bronze, bronze	39705
12874	Pythagorean, of Pythagoras (a philos. of Samos)	39725
12875	the priestess of the Delphic Apollo, the Pythoness, Pythia	39731
12876	the Pythian games, celebrated at Delphi every fourth year in honor of Apollo	39732
12877	Pythian, Delphic	39734
12878	πυθίων, a kind of bulbous plant	39735
12879	Pythian, Delphic	39736
12880	that which is spit out	39742
12881	to spit out	39743
12882	a small box, casket	39750
12883	where?; how?	39751
12884	by what means? whereby? how?	39752
12885	by whatever way, wherever, wheresoever	39753
12886	to a certain point, so far	39754
12887	a square table, dining-table	39757
12888	forty each	39759
12889	the fortieth	39760
12890	forty times	39763
12891	forty	39765
12892	a fourth part, quarter	39768
12893	of a quarter, of a fourth part	39771
12894	a square, quadrate	39776
12895	squared, square, quadrate	39778
12896	a period of four days	39783
12897	a period of four years	39785
12898	fourfold, into four parts	39787
12899	fourcleft, split into four parts	39790
12900	a team of four, four-abreast, four-in-hand, four-horse team	39794
12901	bearing the stamp of a four-horse chariot	39797
12902	a little four-horse team	39799
12903	of a team of four	39801
12904	of a team of four	39802
12905	of four winters, four years old	39809
12906	of four hundred each	39810
12907	four hundred each	39811
12908	the four hundredth	39812
12909	four hundred times	39814
12910	divided into four parts, fourfold, quadripartite	39817
12911	with four banks of oars, quadrireme	39818
12912	a place where four ways meet, cross-way, cross-road	39819
12913	to make square, put in order, arrange, complete	39821
12914	a square	39822
12915	going on four feet, galloping	39823
12916	with four feet, on all fours	39826
12917	a seizer of a fourth part	39828
12918	fourfold, quadruple	39829
12919	four times as much, quadruple	39834
12920	to seek earnestly, ask persistently	39838
12921	to seek; ask	39839
12922	an investigation, inquisition	39840
12923	an investigator, examining magistrate, examiner, inquisitor, prosecuting officer	39841
12924	sought out, select, special	39843
12925	to beg, pray, beseech, entreat	39844
12926	a trifling profit, petty gain	39845
12927	questioning, examination, inquiry, investigation	39846
12928	a trifling inquiry	39850
12929	a quaestor	39851
12930	of a quaestor, quaestorian	39854
12931	gainful, profitable, advantageous, lucrative, productive	39856
12932	the office of quaestor, quaestorship	39857
12933	a gaining, acquiring, gain, acquisition, profit, advantage	39858
12934	where you will, everywhere	39859
12935	what kind of?	39860
12936	I. Rel., of what quality soever, of whatever kind	39861
12937	pron. indef., of what sort you will	39862
12938	a quality, property, nature, state, condition	39863
12939	just as, as	39864
12940	a wicker basket, work-basket	39866
12941	as … as possible	39867
12942	how	39867
12943	than (in comparisons)	39867
12944	at pleasure, according to inclination	39870
12945	though, although, albeit, notwithstanding that	39874
12946	although	39875
12947	as you will, as much as you will, however much, as much as possible, very much, extremely, exceedingly	39876
12948	by what way, where	39877
12949	when (interrog., relative, conj.); sometime ( = aliquando	39878
12950	I. Relat., at what time soever, at whatever time, whenever, as often as, as soon as	39879
12951	I. Relat., at what time soever, whenever, whensoever, as often as	39881
12952	since indeed, since, seeing that	39882
12953	by how much, by as much as, according as	39887
12954	with how great effort how carefully	39888
12955	how little	39891
12956	how little, how small, how trifling	39892
12957	however small, how, little soever, however trifling	39893
12958	as much as, so much as, to as great an extent	39894
12959	as much soever, as much as ever	39895
12960	how much soever	39896
12961	how much soever, however	39897
12962	tantus, of what size, how much, as	39898
12963	however great	39899
12964	how great soever. of whatever size	39900
12965	as great as you please, how great soever, ever so great	39901
12966	as much as you will, as great as you please, however great	39902
12967	Interrog., for what, wherefore, why	39903
12968	how, why, by which means	39906
12969	soldiers of the fourteenth legion	39907
12970	of the fourth, occurring on the fourth day, quartan	39910
12971	a fourth part of a sextarius, small measure, gill	39911
12972	for the fourth time	39914
12973	for the fourth time	39916
12974	the fourth	39917
12975	the fourteenth	39918
12976	as if	39919
12977	a wool-basket	39921
12978	a shaking	39925
12979	to shake violently, toss, brandish, wave	39927
12980	broken, weak	39928
12981	a shaking, agitating	39929
12982	to shake, cause to waver, weaken	39930
12983	Interrog., to what point, how far	39931
12984	four times	39932
12985	four each, by fours, four at a time	39934
12986	to shake	39936
12987	four	39938
12988	fourteen	39939
12989	a commission of four members. Officers of a colony	39943
12990	and	39944
12991	I. Interrog, in what manner? how?	39945
12992	to be able, can	39947
12993	of oak	39949
12994	an oak, oak-tree, Italian oak	39951
12995	a lamentation, lament, plaint	39952
12996	wailing, plaintive	39954
12997	a complaining, lamentation, lament	39955
12998	to complain vehemently	39956
12999	of oaks, oaken, oak-	39957
13000	to express grief, complain, lament, bewail	39959
13001	an oak-wood, oak-grove	39965
13002	full of complaints, complaining, querulous	39967
13003	a complaint	39968
13004	a complaining, complaint, plaint	39970
13005	who, which	39971
13006	in what manner? how? whereby? by what means? why?	39972
13007	because	39973
13008	whoever, whatever, whosoever, whatsoever, every one who, everything that, all that	39975
13009	in what respect? what? how? to what extent?	39976
13010	interrog, why, pray? why in the world? (old)	39977
13011	a certain, some	39978
13012	indeed, certainly	39979
13013	to whatever extent, by how much, the further	39980
13014	a lying still, rest, repose, inaction, freedom from exertion	39982
13015	to rest, repose, keep quiet, be inactive, be at peace	39985
13016	calmly, quietly, peacefully	39987
13017	at rest, free from exertion, inactive, in repose	39992
13018	any one, any without distinction, whom you will, no matter who, the first that comes, all	39993
13019	so that ... not (+ subj.)	39995
13020	in the fifth place, of the fifth month	39998
13021	five twelfths	40000
13022	fifteen times	40003
13023	fifteen	40005
13024	a member of a commission of fifteen men	40007
13025	of the quindecimvirs	40008
13026	of five hundred each	40011
13027	five hundred each	40012
13028	the five hundredth	40014
13029	five each	40017
13030	fifty each	40020
13031	the fiftieth	40023
13032	num, fifty	40025
13033	rare for quinquatrus	40027
13034	a festival in honor of Minerva, held on the fifth day after the ides	40028
13035	five	40029
13036	occurring every fifth year, quinquennial	40040
13037	of five years, five years old	40044
13038	a period of five years, five years	40045
13039	in five parts, fivefold	40048
13040	with five banks of oars	40052
13041	one of a board of five, one of five commissioners	40056
13042	the office of a quinquevir, membership in a commission of five	40059
13043	five times	40061
13044	to make fivefold	40063
13045	the soldiers of the fifteenth legion	40065
13046	of the fifth	40068
13047	for the fifth time	40077
13048	for the fifth time	40078
13049	Quintus [Roman praenomen]	40080
13050	the fifth	40080
13051	of course, as you see, obviously, as one might expect, naturally, by all means	40081
13052	of Quirinus, of Romulus, Quirinal	40085
13053	of Cures, of the Quirites	40086
13054	of Quirinus, of Romulus, Quirinal	40087
13055	the inhabitants of Cures, Quirites	40089
13056	a plaintive cry, call for help	40090
13057	to call the Quirites, call to the rescue, wail	40092
13058	who? what?	40094
13059	anyone, anything; someone, something	40095
13060	dat. and abl plur. of quis and qui	40096
13061	who then? who in the world? which, I insist? what, pray? (more pressing than quis)	40097
13062	any one, anybody, anything, any, some one, something, some	40098
13063	anyone, anything; whoever, whatever	40099
13064	each, every	40100
13065	odds and ends, offscourings, rubbish	40102
13066	whoever, whatever	40103
13067	P. of queo	40104
13068	whoever it be, whom you please, any one, any whatever, anything	40105
13069	to what place, where?	40107
13070	[see quominus]	40108
13071	how [often as quō modō]	40109
13072	In space, as far as	40110
13073	for which reason, wherefore, and therefore	40111
13074	to whatever place, whithersoever	40112
13075	because	40113
13076	in a certain manner, after a fashion, in a measure, in some degree, somehow	40114
13077	but if	40117
13078	gen. of 1 qui and of quis	40118
13079	to any place whatever	40119
13080	that not, from (after verbs of hindering, preventing, etc.)	40121
13081	in what manner, how; as	40123
13082	in whatever way, however	40124
13083	in what manner pray? how then?	40126
13084	whither pray?	40127
13085	at some time, at one time, once, heretofore, formerly, on a time	40128
13086	since, because	40129
13087	to any place	40130
13088	to any place, in any direction, whithersoever	40131
13089	also, too	40132
13090	(i. e. et quo), see -que	40133
13091	to whatever place, whithersoever	40134
13092	in every direction, every way	40135
13093	to what place, whitherward, whither	40136
13094	how many?	40137
13095	every year, year by year, annually, yearly	40138
13096	how many soever, as many as	40139
13097	how many, of what number each	40140
13098	how often? how many times?	40143
13099	how often soever, as often soever as	40144
13100	indecl, of whatever number, how many soever, as many soever as	40146
13101	which in number, which in order, of what number	40149
13102	of whatever number, however great or small	40150
13103	until what time, till when, how long	40151
13104	to any place whatever, whither you will	40152
13105	see 2 cum	40153
13106	madly, furiously	40154
13107	raving, mad, rabid, enraged	40155
13108	rage, madness, frenzy	40156
13109	to rave, be mad	40157
13110	ravingly, madly, fiercely	40158
13111	a little rabid, half crazy	40159
13112	raving, fierce, mad, rabid	40160
13113	a brawling advocate, pettifogger	40165
13114	cluster-bearing, clustering	40170
13115	a bunch, cluster	40173
13116	beaming, shining	40176
13117	furnished with rays, irradiated, shining	40179
13118	by the roots, utterly, radically	40183
13119	a small root, rootlet	40187
13120	to gleam, beam, shine	40190
13121	a staff, rod; ray, beam	40192
13122	root	40193
13123	to scrape, scratch, shave, rub, smooth, shave off	40194
13124	a travelling-carriage with four wheels	40197
13125	a coachman, driver of a raeda	40198
13126	twigs, shoots, sticks, brushwood	40209
13127	of boughs	40213
13128	one of the three tribes of free citizens in the early Roman state	40217
13129	full of boughs, having many branches, branching, branchy	40219
13130	a twig, sprig, shoot	40222
13131	a branch, bough, twig	40223
13132	a frog	40225
13133	stinking, rank, rancid	40227
13134	stinking, rank, rancid	40228
13135	a little frog, tadpole	40232
13136	greed, rapacity	40236
13137	tearing, furious, violent	40237
13138	a radish	40240
13139	hurriedly, rapidly	40243
13140	swiftness, rush, velocity	40244
13141	tearing away, seizing, fierce	40246
13142	an act of robbery, robbery, plunder	40247
13143	to seize, carry off	40250
13145	snatchingly, hastily, suddenly, speedily, hurriedly	40255
13146	an abduction, ravishing, rape	40256
13147	to seize and carry off, snatch, drag, hurry away	40258
13148	a robber, plunderer, abductor, ravisher	40259
13149	plunder, prey, booty	40262
13150	a snatching away, wrench	40264
13151	a little turnip	40265
13152	to grow thin, become rare	40268
13153	looseness of texture	40270
13154	seldom, rarely, now and then	40272
13155	of loose texture, thin, rare, not thick	40274
13156	scraped, smoothed, polished, smooth	40276
13157	a toothed hoe, rake, mattock	40284
13158	P. of rado	40286
13159	reason; plan; calculation	40291
13160	an exercise of the reasoning powers, calm reasoning, ratiocination	40293
13161	of reasoning, syllogistic	40294
13162	a reckoner, accountant, book-keeper	40295
13163	to reckon, compute, calculate	40297
13164	a raft, float	40304
13165	a small reckoning, little account	40306
13166	reckoned, fixed by calculation	40308
13167	hoarsesounding	40314
13168	hoarse	40316
13169	a little piece of brass money	40318
13170	gray-yellow, gray, tawny	40327
13171	in fact, in reality, actually, really, in truth	40334
13172	a revolt, rebellion	40343
13173	she that renews war, rebel	40344
13174	a renewal of war, revolt, rebellion	40346
13175	that makes war afresh, insurgent, rebellious	40347
13176	a revolt	40348
13177	to wage war again, revolt, rebel	40349
13178	to bellow back, resound, reecho	40353
13179	to kick back, be inaccessible	40357
13180	to grow warm again	40360
13181	to become warm again, grow warm	40361
13182	to warm again	40362
13183	to grow white again, whiten	40367
13184	to charm back, charm away	40369
13185	to go back, withdraw	40375
13186	to spring back, fly back, recoil	40376
13187	that has not long existed, fresh, young, recent	40377
13188	lately, freshly, newly, just, recently	40378
13189	to count, enumerate, number, reckon, survey	40379
13190	an enumeration, recension	40380
13191	a place of deposit, reservoir, magazine, receptacle	40387
13192	to take back, wrest away	40393
13193	a harborer, concealer	40394
13194	a harborer, concealer	40397
13195	an engagement, obligation, guaranty	40398
13196	a taking back, retraction, recantation	40400
13197	a going back, receding, retiring, retreat, departure	40406
13198	falling back, returning, recurring	40410
13199	to fall back, spring back, return	40411
13200	to cut away, cut down, cut off	40412
13201	to ungird, loosen, undo	40414
13202	to cause to echo, make to resound, repeat, re-echo	40415
13203	To take back, bring back, carry back, retake, get back, regain, recover	40421
13204	to tack back, receive, recover	40422
13205	to move back, turn back, reverse the motion of	40426
13206	returning, receding	40427
13207	P. of 2 recido	40431
13208	a reading aloud, public reading	40432
13209	a reader, reciter, declaimer	40433
13210	to read out, read aloud, recite, declaim, rehearse	40434
13211	a cry of no, shout of disapproval	40435
13212	to cry loudly against, exclaim against	40436
13213	to cry out against, exclaim against, contradict, protest	40437
13214	leaning back, reclining	40440
13215	to bend back, cause to lean, recline	40441
13216	to unclose, open, throw open, disclose, reveal	40444
13217	P. of recoquo	40446
13218	to think over, reconsider	40449
13219	a reviewing, investigation, examination	40450
13220	to know again, recollect, recall to mind, recognize	40451
13221	to till again, cultivate anew, work over	40454
13222	readjusted	40460
13223	a re-establishing, reinstatement, restoration, renewal	40461
13224	a restorer	40462
13225	to procure again, regain, recover, restore, re-establish	40464
13226	to set right again, repair	40465
13227	put away, out of the way, hidden, concealed, retired, sequestered	40469
13228	to put up again, put back, lay up, put away, hoard, shut up, close, hide, conceal, bury	40470
13229	to gather again, collect	40475
13230	to boil again, renew by boiling	40477
13231	a recalling to mind, recollection, remembrance	40479
13232	to think over, bethink oneself of, be mindful of, call to mind, remember, recollect	40482
13233	to make anew, renew, restore, revive, refresh, recruit, invigorate	40491
13234	to resound, echo	40492
13235	to grow again, increase again	40493
13236	to become raw again, break open afresh	40496
13237	straightway, straightforward, right on, directly	40497
13238	in a straight line, straightly, undeviatingly	40498
13239	a guiding, government, direction	40501
13240	a guide, leader, director, ruler, master, helmsman, pilot	40504
13241	good, uprightness, rectitude, virtue	40506
13242	in a straight line, straight, upright, direct, undeviating	40508
13243	to lie upon the back, lie down, lie back, recline	40510
13244	P. of recolo	40513
13245	to lie down again, lie down, recline	40514
13246	a getting back, regaining, recovery	40515
13247	a regainer, recoverer	40516
13248	of the recuperatores, of the special court for summary civil trials	40517
13249	to get back, obtain again, regain, recover	40518
13250	to restore, refresh	40520
13251	to run back, hasten back, return	40521
13252	to return persistently, keep recurring	40524
13253	a running back, going back, return, retreat	40525
13254	to bend backward, turn back	40526
13255	turned back, bent, crooked, curved inward, winding	40527
13256	a declining, refusal	40529
13257	to make an objection against, decline, reject, refuse, be reluctant to do	40531
13258	to shake again, shock	40534
13259	P. of redigo	40536
13260	to return love for love	40539
13261	to blaze up anew	40541
13262	to disprove, refute, confute, contradict	40542
13263	to give back, return	40548
13264	a buying back, releasing, ransoming, redemption	40554
13265	to ransom, redeem	40556
13266	a contractor, undertaker, purveyor, farmer	40557
13267	an undertaking by contract, contracting, farming	40559
13268	P. of redimo	40560
13269	to go back, return	40561
13270	to give back, cancel the sale of	40563
13271	to drive back, force back, lead back, bring back	40571
13272	a band, fillet, necklace, chaplet, frontlet	40573
13273	to bind round, wreathe round, encircle, gird, wind, deck, crown	40574
13274	to buy back, repurchase, redeem	40576
13275	to make whole again, restore, renew, recruit, refresh	40580
13276	a going back, coming back, returning, return	40582
13277	a going back, returning, return	40584
13278	freshened up, used again, renewed, renovated (of old building-materials)	40588
13279	to emit scent, diffuse odor, smell of, be redolent of	40590
13280	P., resubdued, again conquered	40592
13281	to give back, restore, return	40595
13282	to lead back, bring back, conduct back, escort back, accompany	40599
13283	a bringing back, restoring, restoration	40600
13284	one who leads back, a restorer	40602
13285	withdrawn, retired, remote, distant, lonely	40603
13286	curved back, bent inward	40605
13287	an overflowing, excess, lavishness	40607
13288	to run over, pour over, stream over, overflow	40609
13289	a hang-nail, loose finger-nail	40613
13290	that brings back, guiding back	40615
13291	P. of reficio	40626
13292	to show to be false, disprove, rebut, confute, refute, repel, expose	40627
13293	to fill up, stuff, cram	40628
13294	to strike back	40629
13295	to bring back; report	40630
13296	it is of advantage, profits, befits, matters, imports, concerns, is of importance, is of consequence (often with gen. of price)	40631
13297	stuffed, crammed, filled full, thronged, crowded, replete	40632
13298	boiling over, hot	40633
13299	to boil up, bubble over	40635
13300	to make again, make anew, reconstruct, remake, restore, renew, rebuild, repair, refit, recruit	40637
13301	to unfix, unfasten, unloose, tear down, pull out, take off	40639
13302	to make again, make over, construct anew	40642
13303	P. of refigo	40646
13304	to demand again, demand back	40648
13305	a contrary wind	40650
13306	to bend back, turn backwards, turn about, turn away	40651
13307	to blow back, blow in opposition, be contrary	40656
13308	to flow back, flow off, overflow	40660
13309	flowing back, refluent	40661
13310	a shuddering, horror	40669
13311	to fear greatly, dread, stand in awe, shrink, shudder, be afraid	40670
13312	to shape again, transform, metamorphose, change	40671
13313	to warm again, cherish anew, refresh, restore, revive	40672
13314	somewhat stubborn, a trifle refractory	40673
13315	P. of refringo	40675
13316	to oppose, resist, thwart, gainsay, hinder, withstand	40677
13317	to bridle, check, curb	40681
13318	to rub again, scratch open, gall, fret, irritate	40682
13319	a cooling, coolness	40684
13320	to make cool again, cool off, chill, cool	40688
13321	to grow cold, be chilled	40689
13322	to break up, break open	40691
13323	to flee back, flee for safety, run from, run away, flee, escape, take refuge, avoid, shun	40694
13324	a recourse, place of refuge, refuge	40695
13325	fleeing back, receding, vanishing	40696
13326	to flash back, shine again, reflect light, be refulgent, glitter, glisten	40699
13327	to pour back, return, cause to flow back	40700
13328	a refutation	40708
13329	to check, drive back, repress	40713
13330	of a king, kingly, royal, regal	40715
13331	royally, splendidly	40716
13332	a governor, ruler	40722
13333	to carry back, bring back, throw back, throw again	40725
13334	a royal palace, castle, fortress, residence, court	40728
13335	royally, imperiously, despotically	40730
13336	royally, magnificently, sumptuously	40732
13337	royal, magnificent, sumptuous	40733
13338	a means of guidance, director, rudder	40740
13339	a queen	40742
13340	direction, line; district, region	40744
13341	by districts, by wards	40746
13342	of a king, kingly, royal, regal	40749
13343	to unglue, unloose	40750
13344	a ruler, sovereign	40751
13345	ruling, imperial	40752
13347	kingly government, royal authority, kingship, royalty	40755
13348	kingdom, kingship	40756
13350	to go back, turn back, return	40760
13351	a going back, return, regress	40762
13352	a straight stick, bar, staff	40763
13353	a ruler of a small country, petty king, prince, chieftain, lord	40768
13354	to read over, enjoy repeatedly	40770
13355	to throw back, fling back, hurl back	40773
13356	to be rejected, to be spurned	40775
13357	a throwing back, rejection, repudiation	40777
13358	P. of reicio	40779
13359	to slide back, sink back	40787
13360	to sink down, grow languid, become faint	40789
13361	a bringing back, throwing back, retorting	40790
13362	a report, recital	40797
13363	an easing, relaxation	40799
13364	to stretch out, widen again, make wider	40801
13365	P. of 2 relego	40803
13366	a sending away, exiling, banishment, relegation	40804
13367	to gather together, collect again	40806
13368	inch, to grow slack again, cool	40809
13369	to lift up, raise; to ease	40813
13370	a forsaking, abandoning	40816
13371	P. of relinquo	40818
13372	a forsaking, abandoning	40819
13373	a tying up	40822
13374	conscientiousness, sense of right, moral obligation, duty	40823
13375	conscientiously, scrupulously, punctually, exactly, carefully	40824
13376	conscientious, scrupulous, strict, precise, accurate	40827
13377	to bind back, fasten up, bind fast	40828
13378	to unseal, open	40829
13379	to leave behind, abandon	40830
13380	balance of a loan	40832
13381	what is left, a remainder, leavings, remains, relics, remnant, rest	40837
